compile time(s),type,test_n,algorithm,simd,builtin,n,median,mean,max,min,p99,p95,p90,stddev,variance
0.635,uint8_t,10,bosenelson,1,1,64,18.396388,18.381176,18.734144,17.742374,18.734144,18.701693,18.636662,0.047446,0.046704
0.595,uint8_t,10,bosenelson,1,2,64,18.422658,18.377931,18.958655,17.664276,18.958655,18.830972,18.660695,0.073226,0.072082
0.608,uint8_t,10,bosenelson,2,0,64,16.961450,16.927449,17.511923,16.063128,17.511923,17.310781,17.252237,0.083969,0.082657
0.607,uint8_t,10,bosenelson,2,1,64,17.784663,17.747866,18.523031,16.851650,18.523031,18.383422,18.242034,0.143045,0.140810
0.644,uint8_t,10,bosenelson,2,2,64,17.897398,17.862672,18.584956,17.292854,18.584956,18.329162,18.241622,0.088319,0.086939
0.582,uint8_t,11,bitonic,1,0,64,18.266395,18.338812,20.973366,17.902179,20.973366,18.733150,18.639455,0.160087,0.157586
0.597,uint8_t,11,bitonic,1,1,64,18.825714,18.829901,20.191323,18.426909,20.191323,19.025549,18.965484,0.043840,0.043155
0.629,uint8_t,11,bitonic,1,2,64,17.872884,17.972200,22.443728,17.386394,22.443728,18.269476,18.212224,0.395360,0.389182
0.619,uint8_t,11,bitonic,2,0,64,17.379005,17.374153,17.760140,17.015994,17.760140,17.587750,17.554825,0.021783,0.021442
0.583,uint8_t,11,bitonic,2,1,64,17.462546,17.504795,20.807152,16.702205,20.807152,17.743299,17.717728,0.216490,0.213107
0.611,uint8_t,11,bitonic,2,2,64,16.342077,16.392087,17.626021,15.609959,17.626021,16.979462,16.768825,0.117903,0.116061
0.574,uint8_t,11,oddeven,1,0,64,18.735092,18.734880,20.073448,18.336050,20.073448,19.095830,18.906179,0.061237,0.060280
0.585,uint8_t,11,oddeven,1,1,64,17.921179,18.000114,20.656496,17.621272,20.656496,18.263078,18.202391,0.196287,0.193220
0.622,uint8_t,11,oddeven,1,2,64,18.597746,18.646739,19.839613,18.362829,19.839613,18.907149,18.878136,0.045383,0.044674
0.593,uint8_t,11,oddeven,2,0,64,17.399063,17.456433,18.838678,16.774302,18.838678,18.260473,17.935961,0.154485,0.152071
0.591,uint8_t,11,oddeven,2,1,64,16.447742,16.401626,16.995578,15.424937,16.995578,16.895549,16.791658,0.095371,0.093881
0.592,uint8_t,11,oddeven,2,2,64,16.431622,16.509047,19.389496,15.786898,19.389496,17.367141,16.901271,0.376959,0.371069
0.599,uint8_t,11,batcher,1,0,64,18.717288,18.718210,19.669765,18.298695,19.669765,19.004320,18.930143,0.043787,0.043103
0.613,uint8_t,11,batcher,1,1,64,18.710100,18.693548,19.060852,18.374433,19.060852,18.969147,18.910123,0.025713,0.025312
0.58,uint8_t,11,batcher,1,2,64,18.840225,18.973788,22.955092,18.386415,22.955092,19.751623,19.069384,0.431764,0.425017
0.607,uint8_t,11,batcher,2,0,64,16.965477,17.004601,18.200191,16.045492,18.200191,17.663120,17.413851,0.124948,0.122995
0.588,uint8_t,11,batcher,2,1,64,16.986446,16.971969,17.515882,16.308083,17.515882,17.276525,17.234466,0.051563,0.050758
0.586,uint8_t,11,batcher,2,2,64,17.409194,17.468791,18.136439,17.191341,18.136439,18.009262,17.654630,0.041772,0.041119
0.629,uint8_t,11,balanced,1,0,64,17.588328,17.579222,20.159500,16.482443,20.159500,17.959171,17.791204,0.185514,0.182615
0.653,uint8_t,11,balanced,1,1,64,17.884016,17.855170,20.411424,16.242756,20.411424,18.406093,18.314251,0.272610,0.268351
0.615,uint8_t,11,balanced,1,2,64,18.877685,18.870091,21.272747,17.700298,21.272747,19.525584,19.427479,0.262399,0.258299
0.599,uint8_t,11,balanced,2,0,64,17.866138,17.790422,18.797610,15.967304,18.797610,18.527816,18.428493,0.290695,0.286153
0.681,uint8_t,11,balanced,2,1,64,16.970621,16.974644,17.906878,16.192217,17.906878,17.778530,17.532684,0.160021,0.157520
0.651,uint8_t,11,balanced,2,2,64,16.537203,16.691997,23.025386,15.669739,23.025386,17.944875,17.404413,0.957077,0.942122
0.591,uint8_t,11,bosenelson,1,0,64,20.415987,20.363623,21.037525,19.558444,21.037525,20.830911,20.686424,0.092911,0.091459
0.646,uint8_t,11,bosenelson,1,1,64,19.978370,19.955568,20.749556,19.207429,20.749556,20.424316,20.339432,0.090207,0.088797
0.61,uint8_t,11,bosenelson,1,2,64,19.653599,19.662842,21.177843,18.730556,21.177843,20.236954,20.059313,0.138758,0.136590
0.618,uint8_t,11,bosenelson,2,0,64,16.224696,16.179417,16.805384,15.374916,16.805384,16.532413,16.492581,0.066623,0.065582
0.63,uint8_t,11,bosenelson,2,1,64,16.263687,16.238642,16.801750,15.297146,16.801750,16.635746,16.587317,0.079049,0.077813
0.623,uint8_t,11,bosenelson,2,2,64,17.272161,17.326038,20.659414,16.914368,20.659414,17.739249,17.607349,0.222509,0.219032
0.599,uint8_t,12,bitonic,1,0,64,17.704019,17.708169,18.039441,17.376164,18.039441,17.991897,17.957067,0.030301,0.029828
0.621,uint8_t,12,bitonic,1,1,64,18.581800,18.591024,19.009843,18.159575,19.009843,18.905540,18.820207,0.032396,0.031890
0.612,uint8_t,12,bitonic,1,2,64,17.750676,17.767333,19.595798,17.258998,19.595798,18.116051,18.080198,0.108546,0.106850
0.584,uint8_t,12,bitonic,2,0,64,16.685558,16.656413,17.680387,15.950787,17.680387,17.070485,16.992826,0.077817,0.076601
0.617,uint8_t,12,bitonic,2,1,64,17.169847,17.195236,17.801272,16.590804,17.801272,17.679457,17.482863,0.057679,0.056778
0.604,uint8_t,12,bitonic,2,2,64,16.683692,16.702874,18.094982,16.046233,18.094982,17.151909,17.129437,0.115495,0.113690
0.604,uint8_t,12,oddeven,1,0,64,18.596464,18.593543,18.917384,18.208488,18.917384,18.863905,18.840165,0.031059,0.030573
0.592,uint8_t,12,oddeven,1,1,64,18.802315,18.791968,19.019785,18.468410,19.019785,18.989429,18.950217,0.015898,0.015649
0.633,uint8_t,12,oddeven,1,2,64,18.640798,18.651228,19.187476,18.189386,19.187476,19.113686,18.877583,0.039956,0.039331
0.589,uint8_t,12,oddeven,2,0,64,17.730809,17.713876,19.450722,17.197916,19.450722,18.099659,18.036044,0.107284,0.105608
0.616,uint8_t,12,oddeven,2,1,64,16.637931,16.645145,17.316321,15.907912,17.316321,16.996840,16.908199,0.059902,0.058966
0.615,uint8_t,12,oddeven,2,2,64,17.082067,17.102919,17.570593,16.450747,17.570593,17.516728,17.451248,0.056512,0.055629
0.567,uint8_t,12,batcher,1,0,64,17.831215,17.811934,18.233519,17.278646,18.233519,18.077209,18.009436,0.029372,0.028913
0.59,uint8_t,12,batcher,1,1,64,18.038799,18.041463,18.247056,17.461312,18.247056,18.214291,18.185010,0.016120,0.015868
0.605,uint8_t,12,batcher,1,2,64,18.128736,18.155499,18.607305,17.904593,18.607305,18.443656,18.393241,0.026154,0.025745
0.601,uint8_t,12,batcher,2,0,64,17.808461,17.812109,18.387778,17.367329,18.387778,18.088206,18.017675,0.028507,0.028062
0.592,uint8_t,12,batcher,2,1,64,16.305742,16.338848,16.752203,15.944675,16.752203,16.667845,16.634880,0.035756,0.035197
0.621,uint8_t,12,batcher,2,2,64,16.462523,16.516306,17.849519,15.688212,17.849519,17.275722,17.009813,0.132962,0.130884
0.631,uint8_t,12,balanced,1,0,64,17.338045,17.292711,17.855132,16.508494,17.855132,17.586564,17.562849,0.072609,0.071474
0.619,uint8_t,12,balanced,1,1,64,17.590662,17.658089,19.633572,17.026026,19.633572,18.173344,18.119384,0.149354,0.147021
0.652,uint8_t,12,balanced,1,2,64,18.400853,18.489842,23.807444,17.894968,23.807444,18.820974,18.726426,0.512664,0.504654
0.629,uint8_t,12,balanced,2,0,64,15.295965,15.434750,18.501633,15.024446,18.501633,16.187781,15.737756,0.298601,0.293935
0.662,uint8_t,12,balanced,2,1,64,15.254037,15.327803,17.343232,14.990623,17.343232,15.870082,15.586155,0.101442,0.099857
0.609,uint8_t,12,balanced,2,2,64,16.513849,16.547427,17.550513,15.928080,17.550513,17.180943,17.034567,0.126872,0.124889
0.602,uint8_t,12,bosenelson,1,0,64,19.408160,19.484377,23.904571,18.792762,23.904571,20.003620,19.728470,0.428647,0.421949
0.65,uint8_t,12,bosenelson,1,1,64,18.517225,18.510629,19.138575,17.891485,19.138575,18.999393,18.951727,0.109122,0.107417
0.615,uint8_t,12,bosenelson,1,2,64,18.701936,18.811749,23.541145,17.966066,23.541145,19.174543,19.092810,0.738093,0.726561
0.585,uint8_t,12,bosenelson,2,0,64,17.677551,17.680333,18.695601,16.973441,18.695601,18.165279,18.032490,0.102573,0.100970
0.606,uint8_t,12,bosenelson,2,1,64,16.986778,17.012829,17.810511,16.356366,17.810511,17.536981,17.368912,0.092313,0.090871
0.61,uint8_t,12,bosenelson,2,2,64,17.674946,17.735066,19.353948,16.775712,19.353948,18.405154,18.130417,0.183498,0.180631
0.603,uint8_t,13,bitonic,1,0,64,18.522209,18.552955,19.921154,17.994852,19.921154,18.920350,18.791552,0.071571,0.070453
0.619,uint8_t,13,bitonic,1,1,64,18.078249,18.109579,19.970838,17.659349,19.970838,18.406237,18.311064,0.117761,0.115921
0.608,uint8_t,13,bitonic,1,2,64,18.192773,18.194052,18.744706,17.776583,18.744706,18.507648,18.463987,0.038565,0.037962
0.587,uint8_t,13,bitonic,2,0,64,18.875746,18.870278,20.161304,18.321321,20.161304,19.394983,19.222362,0.109807,0.108091
0.616,uint8_t,13,bitonic,2,1,64,18.796773,18.781480,19.533508,17.864671,19.533508,19.355927,19.219022,0.118083,0.116238
0.602,uint8_t,13,bitonic,2,2,64,19.295247,19.282550,20.380839,18.545556,20.380839,19.799257,19.691875,0.126808,0.124826
0.619,uint8_t,13,oddeven,1,0,64,18.436637,18.484142,21.269938,17.970000,21.269938,18.830167,18.695361,0.164996,0.162418
0.638,uint8_t,13,oddeven,1,1,64,18.943560,18.936506,19.276987,18.667212,19.276987,19.114540,19.090115,0.016172,0.015919
0.629,uint8_t,13,oddeven,1,2,64,18.510553,18.501473,18.994551,17.763964,18.994551,18.872208,18.765948,0.052451,0.051631
0.583,uint8_t,13,oddeven,2,0,64,18.697253,18.697815,19.570458,17.805224,19.570458,19.382822,19.285860,0.158506,0.156030
0.596,uint8_t,13,oddeven,2,1,64,19.492698,19.510374,21.285167,18.816715,21.285167,19.954870,19.926655,0.139385,0.137207
0.584,uint8_t,13,oddeven,2,2,64,18.725699,18.715226,19.521983,18.195454,19.521983,19.106965,19.026334,0.074450,0.073287
0.567,uint8_t,13,batcher,1,0,64,18.133023,18.125852,18.638927,17.733292,18.638927,18.387690,18.348000,0.027354,0.026927
0.601,uint8_t,13,batcher,1,1,64,18.650007,18.644184,19.678008,18.231164,19.678008,19.022566,18.934975,0.056688,0.055802
0.581,uint8_t,13,batcher,1,2,64,18.903483,18.930316,19.474353,18.597753,19.474353,19.200661,19.161290,0.030693,0.030214
0.573,uint8_t,13,batcher,2,0,64,19.266400,19.320292,21.110045,18.693553,21.110045,19.760669,19.666349,0.119624,0.117755
0.584,uint8_t,13,batcher,2,1,64,19.239457,19.270738,20.438599,18.434428,20.438599,19.866903,19.708379,0.109731,0.108016
0.593,uint8_t,13,batcher,2,2,64,18.403071,18.442170,20.257374,17.728139,20.257374,18.975546,18.893802,0.181849,0.179008
0.606,uint8_t,13,balanced,1,0,64,20.335173,20.351225,23.543754,19.553874,23.543754,20.788503,20.662521,0.241776,0.237998
0.62,uint8_t,13,balanced,1,1,64,21.242526,21.338044,25.549912,20.689238,25.549912,21.749502,21.682636,0.356002,0.350439
0.657,uint8_t,13,balanced,1,2,64,21.598382,21.605842,22.531163,20.793845,22.531163,22.164387,22.036432,0.114172,0.112388
0.608,uint8_t,13,balanced,2,0,64,20.059052,20.047944,21.216236,19.442985,21.216236,20.477983,20.420687,0.102106,0.100510
0.618,uint8_t,13,balanced,2,1,64,20.802846,20.801616,23.032784,20.028755,23.032784,21.333124,21.191588,0.197706,0.194617
0.625,uint8_t,13,balanced,2,2,64,20.446067,20.404276,21.118371,19.876704,21.118371,20.826763,20.788707,0.070754,0.069648
0.633,uint8_t,13,bosenelson,1,0,64,21.732232,21.742914,22.596399,21.256417,22.596399,22.286930,22.112782,0.078331,0.077108
0.664,uint8_t,13,bosenelson,1,1,64,21.298171,21.299286,21.807733,20.911754,21.807733,21.711318,21.512773,0.038552,0.037950
0.635,uint8_t,13,bosenelson,1,2,64,22.444776,22.529051,24.649611,22.171384,24.649611,23.328389,22.624357,0.134072,0.131977
0.605,uint8_t,13,bosenelson,2,0,64,20.782092,20.812117,22.382318,20.215932,22.382318,21.272232,21.114211,0.129211,0.127192
0.672,uint8_t,13,bosenelson,2,1,64,21.933413,21.951547,24.610414,21.652029,24.610414,22.158295,22.137962,0.136521,0.134388
0.632,uint8_t,13,bosenelson,2,2,64,20.792790,20.833451,21.958840,20.098514,21.958840,21.600197,21.270910,0.111886,0.110137
0.593,uint8_t,14,bitonic,1,0,64,18.465947,18.496546,21.038694,18.034163,21.038694,18.780244,18.711538,0.140856,0.138655
0.608,uint8_t,14,bitonic,1,1,64,18.458467,18.473692,20.074878,18.085804,20.074878,18.863538,18.718240,0.082722,0.081429
0.622,uint8_t,14,bitonic,1,2,64,18.408176,18.487358,21.454498,17.854087,21.454498,18.983623,18.720256,0.203071,0.199898
0.622,uint8_t,14,bitonic,2,0,64,20.110732,20.092406,20.623235,19.529312,20.623235,20.482904,20.404922,0.060470,0.059525
0.647,uint8_t,14,bitonic,2,1,64,20.160164,20.197744,21.631440,19.705780,21.631440,20.642932,20.480577,0.107169,0.105494
0.605,uint8_t,14,bitonic,2,2,64,19.977601,19.931759,20.844706,19.344872,20.844706,20.329687,20.213709,0.073119,0.071976
0.59,uint8_t,14,oddeven,1,0,64,18.943923,18.930594,19.102793,18.570646,19.102793,19.061894,19.042675,0.010545,0.010380
0.618,uint8_t,14,oddeven,1,1,64,18.901800,18.971313,20.974972,18.595204,20.974972,19.318345,19.228760,0.124951,0.122998
0.59,uint8_t,14,oddeven,1,2,64,18.335125,18.338895,20.172722,17.836820,20.172722,18.642122,18.610156,0.099342,0.097790
0.572,uint8_t,14,oddeven,2,0,64,20.087828,20.095786,22.427995,19.466779,22.427995,20.459872,20.426372,0.147899,0.145588
0.594,uint8_t,14,oddeven,2,1,64,19.412256,19.401536,19.997363,18.748490,19.997363,19.907538,19.826571,0.098120,0.096587
0.592,uint8_t,14,oddeven,2,2,64,19.463901,19.447939,20.257248,18.779683,20.257248,19.889314,19.821776,0.094478,0.093001
0.59,uint8_t,14,batcher,1,0,64,18.036595,18.071019,21.650107,17.634833,21.650107,18.325650,18.286209,0.237788,0.234072
0.593,uint8_t,14,batcher,1,1,64,18.180823,18.207831,19.780542,17.813539,19.780542,18.618711,18.429956,0.080578,0.079319
0.585,uint8_t,14,batcher,1,2,64,18.089311,18.109318,18.617785,17.801390,18.617785,18.452405,18.358549,0.029577,0.029114
0.575,uint8_t,14,batcher,2,0,64,19.599765,19.574219,20.595873,18.879953,20.595873,20.077876,20.026651,0.123721,0.121788
0.616,uint8_t,14,batcher,2,1,64,19.196090,19.188579,19.653195,18.508688,19.653195,19.583206,19.518988,0.057698,0.056796
0.593,uint8_t,14,batcher,2,2,64,20.116934,20.075813,20.548656,18.734721,20.548656,20.422080,20.353509,0.086290,0.084942
0.649,uint8_t,14,balanced,1,0,64,20.275389,20.322221,22.483953,19.250541,22.483953,21.016507,20.875432,0.237347,0.233639
0.654,uint8_t,14,balanced,1,1,64,20.305705,20.299303,21.322494,19.794682,21.322494,20.718261,20.586712,0.067821,0.066761
0.65,uint8_t,14,balanced,1,2,64,20.872191,20.917233,23.705941,20.220618,23.705941,21.234077,21.156238,0.166810,0.164203
0.656,uint8_t,14,balanced,2,0,64,21.609277,21.612274,22.354828,20.995370,22.354828,22.106348,21.952663,0.081615,0.080340
0.656,uint8_t,14,balanced,2,1,64,20.189791,20.183979,21.756217,19.407510,21.756217,20.622893,20.556950,0.127932,0.125933
0.664,uint8_t,14,balanced,2,2,64,21.774479,21.796061,22.496782,21.215288,22.496782,22.312778,22.211842,0.080041,0.078790
0.611,uint8_t,14,bosenelson,1,0,64,22.292809,22.308065,22.723975,21.694064,22.723975,22.626852,22.598493,0.039485,0.038868
0.632,uint8_t,14,bosenelson,1,1,64,21.477646,21.558834,25.693018,20.972789,25.693018,22.027304,21.903296,0.341311,0.335978
0.662,uint8_t,14,bosenelson,1,2,64,21.572389,21.617858,23.713137,21.009608,23.713137,22.233327,21.958633,0.159345,0.156855
0.618,uint8_t,14,bosenelson,2,0,64,20.820368,20.837809,21.485528,20.315224,21.485528,21.316961,21.111515,0.061905,0.060938
0.645,uint8_t,14,bosenelson,2,1,64,21.499602,21.494390,22.020496,20.890493,22.020496,21.896411,21.856052,0.064464,0.063457
0.627,uint8_t,14,bosenelson,2,2,64,21.650476,21.640123,24.305133,21.193284,24.305133,21.900358,21.849172,0.151993,0.149619
0.591,uint8_t,15,bitonic,1,0,64,18.798641,18.811232,19.296041,18.082816,19.296041,19.196605,19.117535,0.048740,0.047978
0.613,uint8_t,15,bitonic,1,1,64,18.279365,18.289998,19.832240,17.603526,19.832240,18.722567,18.597723,0.101770,0.100180
0.602,uint8_t,15,bitonic,1,2,64,17.997427,17.994476,19.381845,17.432682,19.381845,18.269061,18.191650,0.068166,0.067101
0.586,uint8_t,15,bitonic,2,0,64,20.715914,20.675347,21.320611,19.579533,21.320611,21.040504,20.963193,0.067310,0.066258
0.639,uint8_t,15,bitonic,2,1,64,20.027921,20.009869,20.601824,19.232967,20.601824,20.483899,20.431160,0.106043,0.104386
0.609,uint8_t,15,bitonic,2,2,64,19.829245,19.834132,20.405197,19.195202,20.405197,20.279839,20.135924,0.063511,0.062519
0.589,uint8_t,15,oddeven,1,0,64,19.481258,19.468462,19.774683,19.122829,19.774683,19.614369,19.610150,0.011979,0.011791
0.598,uint8_t,15,oddeven,1,1,64,19.277279,19.363782,22.487610,18.796167,22.487610,19.749115,19.405178,0.333908,0.328691
0.597,uint8_t,15,oddeven,1,2,64,18.568561,18.605791,21.362308,17.988024,21.362308,19.151423,18.903100,0.204134,0.200944
0.593,uint8_t,15,oddeven,2,0,64,20.056253,20.028128,20.786094,19.420675,20.786094,20.512145,20.387213,0.078931,0.077697
0.587,uint8_t,15,oddeven,2,1,64,19.903798,19.900988,20.760105,19.048349,20.760105,20.326718,20.284883,0.092373,0.090930
0.591,uint8_t,15,oddeven,2,2,64,19.014902,18.997377,19.598447,18.507326,19.598447,19.336912,19.256270,0.047853,0.047106
0.582,uint8_t,15,batcher,1,0,64,19.492083,19.506638,20.661340,19.233151,20.661340,19.661645,19.593629,0.039235,0.038622
0.624,uint8_t,15,batcher,1,1,64,18.938848,18.954103,20.742503,18.265259,20.742503,19.313170,19.201637,0.096127,0.094625
0.635,uint8_t,15,batcher,1,2,64,18.844759,18.874208,19.815104,18.212915,19.815104,19.314298,19.182904,0.076056,0.074867
0.593,uint8_t,15,batcher,2,0,64,19.169857,19.182840,20.687611,18.595660,20.687611,19.738893,19.545833,0.133304,0.131221
0.618,uint8_t,15,batcher,2,1,64,19.978719,19.928594,22.417343,18.690843,22.417343,20.423388,20.322782,0.201287,0.198142
0.638,uint8_t,15,batcher,2,2,64,19.056954,19.078988,19.468129,18.662754,19.468129,19.410263,19.358500,0.041474,0.040826
0.624,uint8_t,15,balanced,1,0,64,22.373072,22.372580,23.138535,21.865939,23.138535,22.740536,22.633357,0.049079,0.048312
0.626,uint8_t,15,balanced,1,1,64,21.597740,21.650791,25.640552,21.068961,25.640552,21.929393,21.868311,0.303269,0.298530
0.631,uint8_t,15,balanced,1,2,64,22.385874,22.495189,26.256101,21.950455,26.256101,23.027413,22.871397,0.349475,0.344015
0.626,uint8_t,15,balanced,2,0,64,20.313693,20.379037,22.833637,19.738912,22.833637,20.926392,20.834993,0.182725,0.179870
0.654,uint8_t,15,balanced,2,1,64,21.180928,21.215098,22.203338,20.682657,22.203338,21.680030,21.591450,0.085883,0.084541
0.647,uint8_t,15,balanced,2,2,64,19.529461,19.519228,20.150309,18.892755,20.150309,20.031089,19.851399,0.082949,0.081653
0.657,uint8_t,15,bosenelson,1,0,64,23.445263,23.437142,23.680070,23.116929,23.680070,23.605871,23.590523,0.015729,0.015483
0.696,uint8_t,15,bosenelson,1,1,64,23.486869,23.493846,24.104513,23.022789,24.104513,23.919477,23.818967,0.050524,0.049734
0.703,uint8_t,15,bosenelson,1,2,64,23.403298,23.429110,25.314751,23.091017,25.314751,23.634969,23.565424,0.075985,0.074798
0.626,uint8_t,15,bosenelson,2,0,64,21.729898,21.773454,22.871207,21.196110,22.871207,22.438527,22.252417,0.111736,0.109990
0.654,uint8_t,15,bosenelson,2,1,64,21.734385,21.723133,22.601474,20.795782,22.601474,22.130877,22.112827,0.092080,0.090641
0.649,uint8_t,15,bosenelson,2,2,64,21.756059,21.817840,23.824364,21.265388,23.824364,22.164444,22.098905,0.140984,0.138781
0.587,uint8_t,16,bitonic,1,0,64,15.322695,15.363701,15.975488,14.905685,15.975488,15.756778,15.720668,0.059879,0.058944
0.607,uint8_t,16,bitonic,1,1,64,14.130419,14.109866,14.585555,13.681754,14.585555,14.364146,14.324531,0.033412,0.032890
0.622,uint8_t,16,bitonic,1,2,64,13.902962,13.916969,14.686758,13.583422,14.686758,14.219197,14.126793,0.036366,0.035798
0.59,uint8_t,16,bitonic,2,0,64,12.715243,12.768142,15.273904,12.393340,15.273904,13.039697,12.955913,0.131646,0.129589
0.585,uint8_t,16,bitonic,2,1,64,12.564983,12.540749,13.419997,11.883460,13.419997,13.079354,13.004992,0.119767,0.117895
0.592,uint8_t,16,bitonic,2,2,64,12.735094,12.767041,13.742259,12.554496,13.742259,13.020094,12.938892,0.028467,0.028022
0.577,uint8_t,16,oddeven,1,0,64,16.028234,16.039091,17.577767,15.629720,17.577767,16.214804,16.186005,0.054892,0.054034
0.635,uint8_t,16,oddeven,1,1,64,16.046654,16.070600,17.799093,15.648645,17.799093,16.335668,16.267993,0.070314,0.069215
0.591,uint8_t,16,oddeven,1,2,64,15.988148,16.016068,17.340259,15.606392,17.340259,16.486462,16.255521,0.079661,0.078416
0.607,uint8_t,16,oddeven,2,0,64,13.961346,13.960598,14.375744,13.655205,14.375744,14.214944,14.167811,0.026825,0.026406
0.598,uint8_t,16,oddeven,2,1,64,14.919935,14.948609,17.256472,14.329173,17.256472,15.117812,15.116262,0.111493,0.109751
0.588,uint8_t,16,oddeven,2,2,64,14.228567,14.232034,15.314145,13.927295,15.314145,14.355992,14.318788,0.026622,0.026206
0.62,uint8_t,16,batcher,1,0,64,16.355349,16.442813,19.502376,15.934468,19.502376,16.800444,16.690106,0.322584,0.317543
0.611,uint8_t,16,batcher,1,1,64,16.832276,16.872566,19.063383,16.506570,19.063383,17.125774,17.104265,0.099164,0.097615
0.625,uint8_t,16,batcher,1,2,64,16.826114,16.857354,18.425303,16.555484,18.425303,17.036653,17.020483,0.057910,0.057005
0.575,uint8_t,16,batcher,2,0,64,14.541471,14.579024,16.004097,14.368478,16.004097,14.787236,14.717743,0.047981,0.047232
0.612,uint8_t,16,batcher,2,1,64,13.797253,13.841483,14.504866,13.350488,14.504866,14.282162,14.159011,0.061932,0.060964
0.614,uint8_t,16,batcher,2,2,64,14.356736,14.338031,14.771879,13.859082,14.771879,14.558195,14.511766,0.022223,0.021876
0.67,uint8_t,16,balanced,1,0,64,16.900923,16.935849,18.104593,16.309233,18.104593,17.472810,17.248392,0.091569,0.090138
0.653,uint8_t,16,balanced,1,1,64,16.855838,16.821108,17.349311,16.347313,17.349311,17.170279,17.118443,0.056058,0.055182
0.673,uint8_t,16,balanced,1,2,64,17.036094,17.098403,20.126658,16.563181,20.126658,17.564735,17.404704,0.215937,0.212563
0.616,uint8_t,16,balanced,2,0,64,20.198268,20.245891,20.914154,19.709976,20.914154,20.712545,20.619567,0.075774,0.074590
0.631,uint8_t,16,balanced,2,1,64,20.180314,20.239336,21.401725,19.694941,21.401725,20.978082,20.619550,0.101454,0.099869
0.625,uint8_t,16,balanced,2,2,64,21.006610,21.013771,22.174157,20.474567,22.174157,21.475640,21.250109,0.074648,0.073482
0.639,uint8_t,16,bosenelson,1,0,64,21.264456,21.264346,21.481347,21.067024,21.481347,21.413383,21.403152,0.010584,0.010419
0.661,uint8_t,16,bosenelson,1,1,64,20.882362,20.906422,22.194644,20.291588,22.194644,21.402196,21.209967,0.081523,0.080250
0.695,uint8_t,16,bosenelson,1,2,64,21.394391,21.399884,21.817579,20.978251,21.817579,21.688525,21.624570,0.027439,0.027010
0.622,uint8_t,16,bosenelson,2,0,64,19.819389,19.863804,20.388572,19.430835,20.388572,20.265640,20.197972,0.042769,0.042101
0.689,uint8_t,16,bosenelson,2,1,64,19.342039,19.329777,19.951629,18.489699,19.951629,19.790673,19.722704,0.073288,0.072142
0.648,uint8_t,16,bosenelson,2,2,64,20.667776,20.655833,21.066427,20.110843,21.066427,20.957300,20.894549,0.028879,0.028428
0.739,uint8_t,17,bitonic,1,0,64,22.227524,22.268938,23.796123,21.881516,23.796123,22.528986,22.459350,0.067890,0.066829
0.741,uint8_t,17,bitonic,1,1,64,23.690742,23.689281,24.198565,23.215462,24.198565,23.871600,23.820757,0.022145,0.021799
0.782,uint8_t,17,bitonic,1,2,64,34.685074,34.682027,35.382157,33.903753,35.382157,35.091158,35.002040,0.070953,0.069845
0.763,uint8_t,17,bitonic,2,0,64,21.545136,21.572521,23.234532,20.727192,23.234532,22.068277,21.860908,0.141524,0.139313
0.734,uint8_t,17,bitonic,2,1,64,19.292643,19.314123,20.318658,18.980136,20.318658,19.550809,19.521715,0.037608,0.037020
0.747,uint8_t,17,bitonic,2,2,64,20.563669,20.605357,21.532420,20.166047,21.532420,21.029471,20.899750,0.063406,0.062415
0.814,uint8_t,17,oddeven,1,0,64,27.165781,27.169235,27.834468,26.452950,27.834468,27.736744,27.623538,0.119633,0.117764
0.797,uint8_t,17,oddeven,1,1,64,27.450533,27.476316,30.373065,26.648160,30.373065,27.850885,27.748525,0.342403,0.337053
0.871,uint8_t,17,oddeven,1,2,64,40.983397,41.004438,43.810622,40.297960,43.810622,41.318983,41.180369,0.160186,0.157683
0.76,uint8_t,17,oddeven,2,0,64,19.791812,19.838266,20.953059,19.547768,20.953059,20.163286,20.088621,0.049090,0.048323
0.771,uint8_t,17,oddeven,2,1,64,20.985102,20.999378,22.876187,20.441113,22.876187,21.447160,21.325745,0.118915,0.117057
0.786,uint8_t,17,oddeven,2,2,64,20.563937,20.587181,20.936969,20.336272,20.936969,20.807599,20.783523,0.016856,0.016592
0.726,uint8_t,17,batcher,1,0,64,33.895759,33.853834,34.358190,32.745901,34.358190,34.259039,34.160972,0.085269,0.083936
0.761,uint8_t,17,batcher,1,1,64,32.942436,32.998905,35.455595,32.349171,35.455595,33.275557,33.171215,0.138249,0.136088
0.772,uint8_t,17,batcher,1,2,64,35.129785,35.153416,37.497990,34.489518,37.497990,35.377613,35.285073,0.110425,0.108699
0.74,uint8_t,17,batcher,2,0,64,23.075953,23.112932,24.561298,22.589376,24.561298,23.569818,23.306347,0.082914,0.081619
0.72,uint8_t,17,batcher,2,1,64,19.165042,19.173721,19.950055,18.884527,19.950055,19.463796,19.351289,0.037401,0.036816
0.725,uint8_t,17,batcher,2,2,64,20.342618,20.362090,22.622857,19.289794,22.622857,20.633996,20.574160,0.126847,0.124865
0.997,uint8_t,17,balanced,1,0,64,44.628757,44.659821,46.048039,44.076337,46.048039,45.047080,44.876888,0.095537,0.094044
1.053,uint8_t,17,balanced,1,1,64,44.650631,44.671245,45.921327,43.869968,45.921327,45.404590,45.228784,0.177477,0.174703
